BeneficioTRV,BeneficioPDT,Desembolso BIE,DesagregadoDesembolsoBIE,Posee Censo de Familia?,Posee Censo de Habitabilidad?,Situacion Final frente al proceso,Posee Serv. Publicos Basicos,N° de Hijos,Posee Conyuge o Compañero(a)?,Sexo,Grupo Etario
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,4,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 41 y 60 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,Sí,1,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,3,No,Femenino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,No,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,1,No,Femenino,Entre 18 y 25 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Femenino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,No,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,Sí,Masculino,Entre 26 y 40 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,No,1,No,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,No,5,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,4,Sí,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,4,Sí,Masculino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,No,0,No,Masculino,Mayor de 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,2,No,Femenino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,5,Sí,Femenino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 26 y 40 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,No,2,Sí,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Ausente del proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,4,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,Sí,Femenino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Femenino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,0,No,Masculino,Entre 18 y 25 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,0,Sí,Femenino,Entre 18 y 25 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,Sí,Masculino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,0,No,Femenino,Entre 18 y 25 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,2,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Ausente del proceso,Sí,3,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Femenino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,Sí,Masculino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Femenino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,No,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,Sí,1,Sí,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,4,Sí,Masculino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Mayor de 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Femenino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Fuera del Proceso,Sí,1,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Ausente del proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,Ausente del proceso,Sí,2,No,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Ausente del proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,No,Masculino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,Sí,Masculino,Entre 41 y 60 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,No,0,No,Masculino,Entre 26 y 40 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,No,Sí,Culminado,Sí,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,3,No,Femenino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Femenino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,No,2,No,Femenino,Entre 26 y 40 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,No,2,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 41 y 60 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,Sí,Masculino,Mayor de 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 18 y 25 años
No,No,No,No está en Proceso,Sí,Sí,Ausente del proceso,Sí,0,No,Masculino,Entre 18 y 25 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,No,No,Ausente del proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,2,Sí,Masculino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,No,0,No,Femenino,Entre 18 y 25 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,Sí,Masculino,Mayor de 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,2,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,Sí,No,Fuera del Proceso,<No Aplica>,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,No,Culminado,<No Aplica>,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,Sí,Culminado,No,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,3,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,No,0,No,Masculino,Entre 18 y 25 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,2,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,Sí,2,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,Sí,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,2,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Ausente del proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,No,1,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,No,Femenino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,No,En Proceso,<No Aplica>,0,No,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,2,No,Femenino,Entre 26 y 40 años
No,Sí,Sí,Posee desembolso BIE,Sí,Sí,Ausente del proceso,Sí,3,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,No,Sí,Culminado,Sí,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,No,Femenino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,1,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Femenino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,No,Culminado,<No Aplica>,1,No,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,No,Masculino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,No,En Proceso,<No Aplica>,0,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Femenino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,No,4,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,1,No,Femenino,Entre 18 y 25 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Femenino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,0,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Ausente del proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,6,No,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,Sí,Culminado,Sí,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Culminado,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,No,0,No,Masculino,Entre 18 y 25 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,2,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Ausente del proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,2,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Ausente del proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,3,Sí,Femenino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,2,No,Femenino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,No,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,Sí,Culminado,No,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 41 y 60 años
Sí,Sí,No,No posee desembolso BIE,Sí,Sí,En Proceso,No,0,Sí,Masculino,Entre 18 y 25 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,2,No,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,1,Sí,Femenino,Entre 26 y 40 años
Sí,Sí,Sí,Posee desembolso BIE,Sí,Sí,En Proceso,No,0,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Femenino,Entre 26 y 40 años
No,No,No,No está en Proceso,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,0,No,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,3,Sí,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,1,No,Femenino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,3,No,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Ausente del proceso,No,4,Sí,Masculino,Entre 41 y 60 años
No,No,No,No está en Proceso,Sí,Sí,Fuera del Proceso,Sí,0,No,Masculino,Entre 41 y 60 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,No,1,Sí,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,No,No,Fuera del Proceso,<No Aplica>,-1,<No Aplica>,Masculino,Entre 26 y 40 años
No,No,Sí,Posee desembolso BIE,Sí,Sí,Culminado,Sí,4,Sí,Masculino,Entre 26 y 40 años
No,No,No,Culminado con agotamiento de tiempo para acceder a BIE,Sí,Sí,Culminado,Sí,1,Sí,Masculino,Entre 26 y 40 años
